variant,temperature,corpus,sdg,weighted_attention,weighted_attention_share,hard_attention_share_if_available,difference_from_hard_if_available
raw_softmax,0.2,policy,9,142.352614,0.057961,0.03013,0.027831
raw_softmax,0.2,research,10,131252.93828,0.051599,0.006224,0.045375
raw_softmax,0.2,policy,10,122.53157,0.049891,0.000814,0.049077
raw_softmax,0.2,research,11,163688.443714,0.064351,0.077127,-0.012776
raw_softmax,0.2,policy,11,126.170764,0.051372,0.035423,0.015949
raw_softmax,0.2,research,12,152530.505141,0.059964,0.037825,0.022139
raw_softmax,0.2,policy,12,127.942831,0.052094,0.004479,0.047615
raw_softmax,0.2,research,13,143228.251579,0.056307,0.020028,0.036279
raw_softmax,0.2,policy,13,237.452303,0.096683,0.155537,-0.058854
raw_softmax,0.2,research,14,137276.0604,0.053967,0.034446,0.019521
raw_softmax,0.2,policy,14,112.704577,0.045889,0.002036,0.043853
raw_softmax,0.2,research,15,141900.46593,0.055785,0.039452,0.016333
raw_softmax,0.2,policy,15,117.118901,0.047687,0.002443,0.045244
raw_softmax,0.2,research,16,149233.701666,0.058668,0.074819,-0.016151
raw_softmax,0.2,policy,16,216.977604,0.088346,0.125814,-0.037468
raw_softmax,0.2,research,17,141931.84458,0.055797,0.008055,0.047742
raw_softmax,0.2,policy,17,307.758222,0.125309,0.593648,-0.468339
corpus_calibrated_softmax,0.03,research,1,57532.867563,0.022618,0.006102,0.016516
corpus_calibrated_softmax,0.03,policy,1,29.762075,0.012118,0.013844,-0.001726
corpus_calibrated_softmax,0.03,research,2,101337.386374,0.039839,0.030593,0.009246
corpus_calibrated_softmax,0.03,policy,2,64.49616,0.026261,0.006515,0.019746
corpus_calibrated_softmax,0.03,research,3,512869.88797,0.201624,0.2172,-0.015576
corpus_calibrated_softmax,0.03,policy,3,77.492952,0.031553,0.003257,0.028296
corpus_calibrated_softmax,0.03,research,4,312332.382556,0.122787,0.159668,-0.036881
corpus_calibrated_softmax,0.03,policy,4,66.123979,0.026923,0.000814,0.026109
corpus_calibrated_softmax,0.03,research,5,93801.830751,0.036876,0.022973,0.013903
corpus_calibrated_softmax,0.03,policy,5,88.598424,0.036074,0.007329,0.028745
corpus_calibrated_softmax,0.03,research,6,74974.297638,0.029475,0.025802,0.003673
corpus_calibrated_softmax,0.03,policy,6,38.752954,0.015779,0.002036,0.013743
corpus_calibrated_softmax,0.03,research,7,258806.773901,0.101744,0.078628,0.023116
corpus_calibrated_softmax,0.03,policy,7,83.168225,0.033863,0.004479,0.029384
corpus_calibrated_softmax,0.03,research,8,69480.163464,0.027315,0.018228,0.009087
corpus_calibrated_softmax,0.03,policy,8,26.333127,0.010722,0.011401,-0.000679
corpus_calibrated_softmax,0.03,research,9,180221.545946,0.07085,0.142829,-0.071979
corpus_calibrated_softmax,0.03,policy,9,87.488485,0.035622,0.03013,0.005492
